"","word","type"
"4808","환하고","positive"
"4809","환하고 부드럽게","positive"
"4810","환하고 좋아","positive"
"4811","환하다","positive"
"4812","환한","positive"
"4813","환한 모양","positive"
"4814","환함","positive"
"4815","활기","positive"
"4816","활기 있는","positive"
"4817","활기 있다","positive"
"4818","활기가","positive"
"4819","활기가 있는","positive"
"4820","활기가 있다","positive"
"4821","활기를","positive"
"4822","활기를 띠게","positive"
"4823","활기에 찬","positive"
"4824","활달하고","positive"
"4825","활달하고 서글서글한","positive"
"4826","활발하고","positive"
"4827","활발하고 생기가","positive"
"4828","활발하다","positive"
"4829","활발한","positive"
"4830","활발한 모양","positive"
"4831","황송한","positive"
"4832","황홀","positive"
"4833","황홀감","positive"
"4834","황홀하다","positive"
"4835","효도를 다하다","positive"
"4836","효도하다","positive"
"4837","훈훈하다","positive"
"4838","훌륭하거나","positive"
"4839","훌륭하거나 굉장하다","positive"
"4840","훌륭하거나 남에게","positive"
"4841","훌륭하거나 뛰어나","positive"
"4842","훌륭하거나 좋거나","positive"
"4843","훌륭하게","positive"
"4844","훌륭하고","positive"
"4845","훌륭하고 갸륵한","positive"
"4846","훌륭하고 뛰어난","positive"
"4847","훌륭하고 바른","positive"
"4848","훌륭하고 아름다움","positive"
"4849","훌륭하다","positive"
"4850","훌륭한","positive"
"4851","훌륭한 것이나","positive"
"4852","훌륭한 경치","positive"
"4853","훌륭한 글","positive"
"4854","훌륭한 기술","positive"
"4855","훌륭한 도","positive"
"4856","훌륭한 마음가짐","positive"
"4857","훌륭한 부처의","positive"
"4858","훌륭한 사람","positive"
"4859","훌륭한 사람의","positive"
"4860","훌륭한 업적이나","positive"
"4861","훌륭한 예술","positive"
"4862","훌륭한 음식","positive"
"4863","훌륭한 이야기","positive"
"4864","훌륭한 인격이나","positive"
"4865","훌륭한 인물","positive"
"4866","훌륭한 인물이","positive"
"4867","훌륭한 인물이나","positive"
"4868","훌륭한 인재","positive"
"4869","훌륭한 일을","positive"
"4870","훌륭한 재능","positive"
"4871","훌륭한 저서","positive"
"4872","훌륭한 집안","positive"
"4873","훌륭한 특성","positive"
"4874","훌륭한 품성","positive"
"4875","훌륭한 품위","positive"
"4876","훌륭한 행실을","positive"
"4877","훤칠","positive"
"4878","훤칠하다","positive"
"4879","훤하여 훌륭하다","positive"
"4880","휼륭한 소리나","positive"
"4881","흐름이 순탄하게","positive"
"4882","흐름이 적절하게","positive"
"4883","흐뭇하거나","positive"
"4884","흐뭇하게","positive"
"4885","흐뭇하게 하다","positive"
"4886","흐뭇하고","positive"
"4887","흐뭇하고 가뿐하게","positive"
"4888","흐뭇하고 가뿐하다","positive"
"4889","흐뭇하고 가뿐한","positive"
"4890","흐뭇하고 기쁘게","positive"
"4891","흐뭇하고 기쁘다","positive"
"4892","흐뭇하고 만족스러운","positive"
"4893","흐뭇하고 만족스럽다","positive"
"4894","흐뭇하고 즐겁게","positive"
"4895","흐뭇하고 즐겁다","positive"
"4896","흐뭇하고 흡족하다","positive"
"4897","흐뭇하고 흡족한","positive"
"4898","흐뭇하다","positive"
"4899","흐뭇하여","positive"
"4900","흐뭇한","positive"
"4901","흐뭇한 듯이","positive"
"4902","흐뭇한 맛","positive"
"4903","흐뭇할","positive"
"4904","흐뭇할 정도로","positive"
"4905","흐뭇함","positive"
"4906","흔모","positive"
"4907","흔모하다","positive"
"4908","흔히 기쁜","positive"
"4909","흠모","positive"
"4910","흠모하다","positive"
"4911","흠애","positive"
"4912","흠애하다","positive"
"4913","흡만하다","positive"
"4914","흡족","positive"
"4915","흡족하게","positive"
"4916","흡족하게 웃는","positive"
"4917","흡족하다","positive"
"4918","흡족하여","positive"
"4919","흡족한","positive"
"4920","흡족한 마음이나","positive"
"4921","흥감","positive"
"4922","흥감스럽다","positive"
"4923","흥감스레","positive"
"4924","흥감하다","positive"
"4925","흥겨운","positive"
"4926","흥겨운 멋이나","positive"
"4927","흥겨운 멋이나 기분","positive"
"4928","흥겨운 신이나","positive"
"4929","흥겹게","positive"
"4930","흥겹게 놀리며","positive"
"4931","흥겹게 느끼다","positive"
"4932","흥겹게 느낌","positive"
"4933","흥겹게 타는","positive"
"4934","흥겹고","positive"
"4935","흥겹고 귀엽게","positive"
"4936","흥겹다","positive"
"4937","흥에","positive"
"4938","흥에 겨워","positive"
"4939","흥이","positive"
"4940","흥이 나서","positive"
"4941","흥취","positive"
"4942","흥취 있게","positive"
"4943","흥하다","positive"
"4944","흥행","positive"
"4945","흥행되다","positive"
"4946","흥행작","positive"
"4947","흥행하다","positive"
"4948","흥행화하다","positive"
"4949","희락","positive"
"4950","희희낙락","positive"
"4951","희희낙락거리다","positive"
"4952","희희낙락대다","positive"
"4953","희희낙락하다","positive"
"4954","희희호호","positive"
"4955","힘이 강하다","positive"
"4956","힘이 기운차게","positive"
"4957","힘차게","positive"
"4958","힘차게 진행되는","positive"
"4959","힘차고","positive"
"4960","힘차고 대단한","positive"
"4961","힘차고 튼튼하다","positive"
"4962","힘차다","positive"
"4963","힘찬","positive"
"4964","힘찬 기운이","positive"
"4965","섹시하다","positive"
"4966","원더풀","positive"
"4967","쾌적","positive"
"4968","쾌적한","positive"
"4969","쾌적하다","positive"
"4970","함박웃음","positive"
"4971","득점","positive"
"4972","상위","positive"
"4973","상위권","positive"
"4974","안정감","positive"
"4975","적극적이다","positive"
"4976","승리","positive"
"4977","승리하다","positive"
"4978","유명하다","positive"
"4979","가관이다","negative"
"4980","가련하다","negative"
"4981","가소롭다","negative"
"4982","가슴아프다","negative"
"4983","가슴앓이","negative"
"4984","가엾다","negative"
"4985","각박하다","negative"
"4986","각성되다","negative"
"4987","간절하다","negative"
"4988","갈구하다","negative"
"4989","갈기갈기","negative"
"4990","갈망하다","negative"
"4991","갑갑하다","negative"
"4992","개새끼","negative"
"4993","개자식","negative"
"4994","거북하다","negative"
"4995","걱정하다","negative"
"4996","겁나다","negative"
"4997","겁쟁이","negative"
"4998","격노하다","negative"
"4999","격분하다","negative"
"5000","격앙되다","negative"
"5001","격양되다","negative"
"5002","격해지다","negative"
"5003","겸연쩍다","negative"
"5004","경박하다","negative"
"5005","경악하다","negative"
"5006","고달프다","negative"
"5007","고독하다","negative"
"5008","고리타분하다","negative"
"5009","고통스럽다","negative"
"5010","곤욕스럽다","negative"
"5011","골치아프다","negative"
"5012","공포감","negative"
"5013","공허하다","negative"
"5014","괘씸하다","negative"
"5015","괴롭다","negative"
"5016","괴상하다","negative"
"5017","괴팍하다","negative"
"5018","구슬프다","negative"
"5019","구역질나다","negative"
"5020","구질구질하다.","negative"
"5021","굴욕감","negative"
"5022","귀찮다","negative"
"5023","그년","negative"
"5024","그놈","negative"
"5025","그리워하다","negative"
"5026","그자식","negative"
"5027","근심스럽다","negative"
"5028","글썽글썽하다","negative"
"5029","급작스럽다","negative"
"5030","기겁하다","negative"
"5031","기구하다","negative"
"5032","기막히다","negative"
"5033","기묘하다","negative"
"5034","기분나쁘다","negative"
"5035","기상천외","negative"
"5036","기운없다","negative"
"5037","기이하다","negative"
"5038","기절초풍하다","negative"
"5039","기절하다","negative"
"5040","기진맥진하다","negative"
"5041","기집년","negative"
"5042","긴박하다","negative"
"5043","긴장되다","negative"
"5044","꺼림칙하다","negative"
"5045","꼴불견","negative"
"5046","나쁘다","negative"
"5047","낙담하다","negative"
"5048","낙망하다","negative"
"5049","낙심하다","negative"
"5050","난처하다","negative"
"5051","남부럽다","negative"
"5052","낭패스럽다","negative"
"5053","냉가슴","negative"
"5054","넌더리","negative"
"5055","네년","negative"
"5056","네놈","negative"
"5057","노여워하다","negative"
"5058","노파심","negative"
"5059","놀랍다","negative"
"5060","느글거리다","negative"
"5061","느끼하다","negative"
"5062","니미","negative"
"5063","달갑잖다","negative"
"5064","답답하다","negative"
"5065","당혹하다","negative"
"5066","당황하다","negative"
"5067","더럽다","negative"
"5068","두렵다","negative"
"5069","따분하다","negative"
"5070","뜨금하다","negative"
"5071","뜨악하다","negative"
"5072","만만찮다","negative"
"5073","망막하다","negative"
"5074","망연","negative"
"5075","망연자실하다","negative"
"5076","망측하다","negative"
"5077","머쓱하다","negative"
"5078","먹먹하다","negative"
"5079","눈물겹다","negative"
"5080","멋쩍다","negative"
"5081","멸시당하다","negative"
"5082","모멸감","negative"
"5083","모욕적","negative"
"5084","못되다","negative"
"5085","못미덥다","negative"
"5086","무료하다","negative"
"5087","무섭다","negative"
"5088","무시당하다","negative"
"5089","무시무시하다","negative"
"5090","무안하다","negative"
"5091","뭉클하다","negative"
"5092","미안하다","negative"
"5093","미친개","negative"
"5094","밉다","negative"
"5095","발칙하다","negative"
"5096","버럭","negative"
"5097","복받치다","negative"
"5098","복수심","negative"
"5099","부끄럽다","negative"
"5100","부담스럽다","negative"
"5101","분개하다","negative"
"5102","분노하다","negative"
"5103","분통터지다","negative"
"5104","분하다","negative"
"5105","불만스럽다","negative"
"5106","불만족하다","negative"
"5107","불쌍하다","negative"
"5108","불안정하다","negative"
"5109","불안하다","negative"
"5110","불유쾌하다","negative"
"5111","불행하다","negative"
"5112","비딱하다","negative"
"5113","비아냥거리다","negative"
"5114","비참하다","negative"
"5115","비탄하다","negative"
"5116","비통하다","negative"
"5117","빌어먹을","negative"
"5118","뼈저리다","negative"
"5119","뾰루퉁하다","negative"
"5120","삐치다","negative"
"5121","사무치다","negative"
"5122","살벌하다","negative"
"5123","상실감","negative"
"5124","새파래지다","negative"
"5125","서럽다","negative"
"5126","서먹하다","negative"
